prompt1,prompt2,label
a white house flying in the sky beside the road,a wooden chair walking slowly on the mountain in the fog,0
a blue car running in the park in the garden,a white house dancing happily on the mountain during sunset,0
a yellow flower walking slowly at the park,a glass window playing music in the city,0
a white house running in the park on the mountain,a brown dog dancing happily in the city,0
a yellow flower sleeping on the couch in the forest in moonlight,a yellow flower sleeping over the couch in the forest in moonlight,1
a silver laptop flying in the sky under a tree,a brown dog sleeping on the couch at the park at dawn,0
a red bicycle cooking dinner beside the road,a red bike cooking dinner beside the road,1
a white house reading a book in the city,a silver laptop climbing the mountain near the river,0
a red bicycle sleeping on the couch under a tree,"beneath a tree, a red bicycle sleeping on the couch",1
a green tree cooking dinner in the garden,a yellow flower swimming in the lake in the city,0
a white house dancing happily on the beach,a yellow flower swimming in the lake on the beach under clear sky,0
a silver laptop flying in the sky on the mountain,"positioned on the mountain, a silver laptop flying in the sky",1
a silver laptop dancing happily near the river,a silver laptop dancing happily in the garden,0
a green tree flying in the sky in the city,a brown dog climbing the mountain under a tree,0
a glass window climbing the mountain on the mountain,a glass window climbing the mountain over the mountain,1
a silver laptop flying in the sky on the mountain,a silver laptop flying in the sky on the mountain,1
a black cat playing music on the mountain in the fog,a blue car running in the park near the river,0
a white house playing music at the park,a silver laptop dancing happily in the garden during twilight,0
a blue car reading a book under a tree,a cerulean automobile reading a book beneath a tree,1
a glass window climbing the mountain at the park,a glass window climbing the mountain at the park,1
a wooden chair running in the park at the park,a silver laptop cooking dinner on the mountain,0
a red bicycle swimming in the lake in the city,a black cat walking slowly on the mountain,0
a yellow flower sleeping on the couch in the garden,a black cat reading a book in the garden,0
a glass window flying in the sky under a tree,a glass window flying in the sky underneath a tree,1
a white house dancing happily on the beach on a sunny day,a white house flying in the sky under a tree in the fog,0
a silver laptop walking slowly under a tree,a green tree reading a book in the garden in the snow,0
a brown dog swimming in the lake in the garden,a blue car dancing happily in the garden in the snow,0
a white house climbing the mountain in the garden during twilight,a white dwelling climbing the mountain in the garden during twilight,1
a brown dog reading a book in the garden at dawn,a brown pup reading a book in the garden at dawn,1
a white house playing music near the river,a red bicycle sleeping on the couch on the beach,0
a brown dog walking slowly by the lake during twilight,a brown pup pacing slowly by the lake during twilight,1
a blue car dancing happily in the forest,a brown dog flying in the sky in the garden,0
a green tree dancing happily under a tree on a sunny day,a yellow flower sleeping on the couch on the mountain,0
a green tree running in the park near the river on a sunny day,a wooden chair dancing happily under a tree in the rain,0
a silver laptop climbing the mountain in the garden under clear sky,a brown dog flying in the sky near the river during storm,0
a wooden chair climbing the mountain by the lake,a wooden chair climbing the mountain by the lake,1
a yellow flower flying in the sky in the city in the rain,a yellow flower flying in the sky in the city in the rain,1
a brown dog swimming in the lake in the forest,a brown pup swimming in the lake in the forest,1
a blue car dancing happily at the park,a red bicycle sleeping on the couch on the mountain,0
a blue car reading a book under a tree under clear sky,a white house running in the park at the park,0
a black cat walking slowly in the garden,a red bicycle walking slowly by the lake,0
a green tree swimming in the lake near the river,a forest green tree swimming in the lake beside the river,1
a silver laptop dancing happily on the mountain,a red bicycle dancing happily near the river,0
